m;eps;upper_bound;sum_of_unique_elements;DF_exp_sketch_sum;DF_exp_sketch_diff;Exp_sketch;Exp_sketch_diff
2; 0.05; 10000; 5.0033e+08; 2.12537e+08; 57.5207; 2.12732e+08; 57.4818
2; 0.05; 10000; 5.00505e+08; 1.63611e+08; 67.3109; 1.63806e+08; 67.2719
2; 0.05; 10000; 5.00425e+08; 1.90891e+08; 61.8543; 1.91086e+08; 61.8153
2; 0.05; 10000; 4.97647e+08; 3.5933e+08; 27.7943; 3.59525e+08; 27.7551
2; 0.05; 10000; 4.9952e+08; 3.58136e+08; 28.304; 3.58331e+08; 28.265
2; 0.05; 10000; 5.00446e+08; 2.94234e+08; 41.2056; 2.94429e+08; 41.1666
2; 0.05; 10000; 5.01184e+08; 1.88882e+08; 62.3128; 1.89077e+08; 62.2739
2; 0.05; 10000; 5.00095e+08; 1.741e+08; 65.1866; 1.74295e+08; 65.1476
2; 0.05; 10000; 4.99339e+08; 2.27525e+08; 54.4346; 2.2772e+08; 54.3956
2; 0.05; 10000; 5.01297e+08; 1.83364e+08; 63.4221; 1.83559e+08; 63.3832
2; 0.05; 10000; 4.99782e+08; 3.49989e+08; 29.9717; 3.50184e+08; 29.9327
2; 0.05; 10000; 5.01065e+08; 1.78612e+08; 64.3534; 1.78808e+08; 64.3145
2; 0.05; 10000; 4.99393e+08; 1.98976e+08; 60.1563; 1.99171e+08; 60.1172
2; 0.05; 10000; 5.0025e+08; 1.86553e+08; 62.7081; 1.86748e+08; 62.6691
2; 0.05; 10000; 5.01776e+08; 2.39204e+08; 52.3285; 2.39399e+08; 52.2897
2; 0.05; 10000; 5.00044e+08; 2.68329e+08; 46.3389; 2.68524e+08; 46.2999
2; 0.05; 10000; 5.01869e+08; 2.17215e+08; 56.7187; 2.1741e+08; 56.6799
2; 0.05; 10000; 5.00213e+08; 1.36403e+08; 72.731; 1.36598e+08; 72.692
2; 0.05; 10000; 5.00848e+08; 2.19885e+08; 56.0974; 2.2008e+08; 56.0585
2; 0.05; 10000; 5.00575e+08; 1.87359e+08; 62.5712; 1.87554e+08; 62.5323
2; 0.05; 10000; 5.01185e+08; 1.56913e+08; 68.6917; 1.57108e+08; 68.6528
2; 0.05; 10000; 4.99804e+08; 1.61297e+08; 67.7279; 1.61492e+08; 67.6889
2; 0.05; 10000; 5.00756e+08; 2.86855e+08; 42.7155; 2.8705e+08; 42.6766
2; 0.05; 10000; 5.0104e+08; 1.81049e+08; 63.8653; 1.81244e+08; 63.8264
2; 0.05; 10000; 5.01016e+08; 2.4687e+08; 50.7262; 2.47065e+08; 50.6873
2; 0.05; 10000; 4.99695e+08; 2.94077e+08; 41.1486; 2.94272e+08; 41.1096
2; 0.05; 10000; 5.0096e+08; 3.16285e+08; 36.8642; 3.1648e+08; 36.8253
2; 0.05; 10000; 5.00251e+08; 1.88223e+08; 62.3742; 1.88418e+08; 62.3352
2; 0.05; 10000; 5.00425e+08; 2.80257e+08; 43.9963; 2.80452e+08; 43.9573
2; 0.05; 10000; 4.99112e+08; 3.22237e+08; 35.438; 3.22432e+08; 35.3989
2; 0.05; 10000; 5.00639e+08; 1.99414e+08; 60.168; 1.99609e+08; 60.1291
2; 0.05; 10000; 5.00459e+08; 2.20658e+08; 55.9088; 2.20854e+08; 55.8698
2; 0.05; 10000; 4.99894e+08; 2.71121e+08; 45.7642; 2.71316e+08; 45.7252
2; 0.05; 10000; 5.00094e+08; 2.61373e+08; 47.7352; 2.61568e+08; 47.6962
2; 0.05; 10000; 4.99437e+08; 1.69114e+08; 66.1391; 1.69309e+08; 66.1001
2; 0.05; 10000; 5.01692e+08; 2.63673e+08; 47.4433; 2.63868e+08; 47.4044
2; 0.05; 10000; 4.98705e+08; 3.14245e+08; 36.9878; 3.1444e+08; 36.9487
2; 0.05; 10000; 4.98641e+08; 3.09644e+08; 37.9024; 3.09839e+08; 37.8633
2; 0.05; 10000; 4.9975e+08; 1.89257e+08; 62.1296; 1.89452e+08; 62.0906
2; 0.05; 10000; 5.01891e+08; 3.1101e+08; 38.0323; 3.11205e+08; 37.9935
2; 0.05; 10000; 4.99611e+08; 2.03e+08; 59.3684; 2.03195e+08; 59.3293
2; 0.05; 10000; 4.99165e+08; 3.21489e+08; 35.5946; 3.21684e+08; 35.5555
2; 0.05; 10000; 5.0015e+08; 1.80322e+08; 63.9465; 1.80517e+08; 63.9075
2; 0.05; 10000; 5.00006e+08; 2.34514e+08; 53.0978; 2.34709e+08; 53.0588
2; 0.05; 10000; 5.00985e+08; 2.11636e+08; 57.756; 2.11831e+08; 57.7171
2; 0.05; 10000; 4.99232e+08; 1.84977e+08; 62.9477; 1.85172e+08; 62.9086
2; 0.05; 10000; 4.99492e+08; 2.40486e+08; 51.8539; 2.40681e+08; 51.8149
2; 0.05; 10000; 5.01458e+08; 1.37697e+08; 72.5407; 1.37892e+08; 72.5019
2; 0.05; 10000; 4.98973e+08; 2.09851e+08; 57.9434; 2.10046e+08; 57.9043
2; 0.05; 10000; 5.00206e+08; 2.15564e+08; 56.905; 2.15759e+08; 56.866
2; 0.05; 10000; 5.0009e+08; 2.88198e+08; 42.3708; 2.88393e+08; 42.3318
2; 0.05; 10000; 5.01784e+08; 1.92466e+08; 61.6435; 1.92661e+08; 61.6047
2; 0.05; 10000; 4.99503e+08; 3.51839e+08; 29.5621; 3.52034e+08; 29.5231
2; 0.05; 10000; 5.00485e+08; 2.04138e+08; 59.212; 2.04333e+08; 59.173
2; 0.05; 10000; 5.00123e+08; 2.06234e+08; 58.7634; 2.06429e+08; 58.7244
2; 0.05; 10000; 4.99495e+08; 2.61411e+08; 47.665; 2.61606e+08; 47.626
2; 0.05; 10000; 4.99524e+08; 1.94506e+08; 61.0618; 1.94701e+08; 61.0227
2; 0.05; 10000; 5.0144e+08; 2.54293e+08; 49.2873; 2.54488e+08; 49.2484
2; 0.05; 10000; 4.99028e+08; 1.96179e+08; 60.6878; 1.96374e+08; 60.6487
2; 0.05; 10000; 4.98627e+08; 1.59709e+08; 67.9702; 1.59904e+08; 67.931
2; 0.05; 10000; 4.98559e+08; 1.98206e+08; 60.2442; 1.98401e+08; 60.205
2; 0.05; 10000; 5.01266e+08; 2.3481e+08; 53.1566; 2.35005e+08; 53.1177
2; 0.05; 10000; 4.99988e+08; 1.76504e+08; 64.6983; 1.76699e+08; 64.6593
2; 0.05; 10000; 5.00561e+08; 2.00994e+08; 59.8462; 2.01189e+08; 59.8072
2; 0.05; 10000; 5.00401e+08; 3.24511e+08; 35.15; 3.24706e+08; 35.111
2; 0.05; 10000; 4.99304e+08; 1.45018e+08; 70.9559; 1.45213e+08; 70.9169
2; 0.05; 10000; 5.01002e+08; 1.89354e+08; 62.205; 1.89549e+08; 62.166
2; 0.05; 10000; 4.98944e+08; 2.66e+08; 46.6875; 2.66195e+08; 46.6484
2; 0.05; 10000; 5.00069e+08; 2.29058e+08; 54.1947; 2.29253e+08; 54.1557
2; 0.05; 10000; 4.99316e+08; 2.36605e+08; 52.6142; 2.368e+08; 52.5751
2; 0.05; 10000; 4.99518e+08; 2.03044e+08; 59.3521; 2.03239e+08; 59.313
2; 0.05; 10000; 4.98524e+08; 2.84045e+08; 43.0228; 2.8424e+08; 42.9836
2; 0.05; 10000; 5.00307e+08; 2.05946e+08; 58.836; 2.06142e+08; 58.797
2; 0.05; 10000; 4.99052e+08; 2.02607e+08; 59.4016; 2.02802e+08; 59.3625
2; 0.05; 10000; 4.98798e+08; 1.90314e+08; 61.8454; 1.90509e+08; 61.8063
2; 0.05; 10000; 5.00574e+08; 2.31839e+08; 53.6854; 2.32034e+08; 53.6465
2; 0.05; 10000; 5.00549e+08; 2.68296e+08; 46.3996; 2.68491e+08; 46.3607
2; 0.05; 10000; 4.99054e+08; 1.92359e+08; 61.4552; 1.92554e+08; 61.4161
2; 0.05; 10000; 5.01627e+08; 2.78379e+08; 44.5048; 2.78574e+08; 44.4659
2; 0.05; 10000; 4.99699e+08; 1.39882e+08; 72.0067; 1.40077e+08; 71.9677
2; 0.05; 10000; 4.99468e+08; 1.33909e+08; 73.1896; 1.34104e+08; 73.1506
2; 0.05; 10000; 4.99334e+08; 1.88556e+08; 62.2385; 1.88751e+08; 62.1994
2; 0.05; 10000; 5.00998e+08; 1.56954e+08; 68.6717; 1.57149e+08; 68.6327
2; 0.05; 10000; 5.003e+08; 2.11886e+08; 57.6482; 2.12081e+08; 57.6092
2; 0.05; 10000; 5.00178e+08; 2.02539e+08; 59.5066; 2.02734e+08; 59.4676
2; 0.05; 10000; 4.99896e+08; 1.46982e+08; 70.5976; 1.47177e+08; 70.5586
2; 0.05; 10000; 4.98707e+08; 2.27457e+08; 54.3906; 2.27652e+08; 54.3515
2; 0.05; 10000; 5.00571e+08; 2.64004e+08; 47.2594; 2.64199e+08; 47.2205
2; 0.05; 10000; 5.00239e+08; 2.09582e+08; 58.1036; 2.09777e+08; 58.0646
2; 0.05; 10000; 4.98935e+08; 1.3977e+08; 71.9864; 1.39965e+08; 71.9473
2; 0.05; 10000; 4.99936e+08; 2.03544e+08; 59.286; 2.03739e+08; 59.247
2; 0.05; 10000; 4.98993e+08; 1.86545e+08; 62.6157; 1.8674e+08; 62.5767
2; 0.05; 10000; 4.99112e+08; 2.52192e+08; 49.4719; 2.52387e+08; 49.4328
2; 0.05; 10000; 5.00512e+08; 2.03846e+08; 59.2725; 2.04041e+08; 59.2335
2; 0.05; 10000; 5.01352e+08; 1.88587e+08; 62.3844; 1.88782e+08; 62.3455
2; 0.05; 10000; 4.99174e+08; 1.80082e+08; 63.924; 1.80277e+08; 63.885
2; 0.05; 10000; 4.99565e+08; 1.89334e+08; 62.1002; 1.89529e+08; 62.0611
2; 0.05; 10000; 5.01282e+08; 2.3322e+08; 53.4752; 2.33415e+08; 53.4363
2; 0.05; 10000; 5.00304e+08; 1.47159e+08; 70.5861; 1.47354e+08; 70.5471
2; 0.05; 10000; 4.99409e+08; 2.24627e+08; 55.0214; 2.24822e+08; 54.9824
3; 0.0333333; 10000; 5.00251e+08; 3.27602e+08; 34.5125; 3.27897e+08; 34.4535
3; 0.0333333; 10000; 5.00146e+08; 4.16439e+08; 16.7365; 4.16734e+08; 16.6775
3; 0.0333333; 10000; 5.01078e+08; 3.7798e+08; 24.5666; 3.78275e+08; 24.5077
3; 0.0333333; 10000; 5.00663e+08; 4.51093e+08; 9.90094; 4.51388e+08; 9.84201
3; 0.0333333; 10000; 5.00678e+08; 3.63553e+08; 27.388; 3.63848e+08; 27.3291
3; 0.0333333; 10000; 5.00832e+08; 4.4115e+08; 11.9166; 4.41445e+08; 11.8577
3; 0.0333333; 10000; 4.98541e+08; 4.09956e+08; 17.769; 4.10251e+08; 17.7098
3; 0.0333333; 10000; 4.99496e+08; 2.87844e+08; 42.3731; 2.88139e+08; 42.3141
3; 0.0333333; 10000; 5.01741e+08; 1.9805e+08; 60.5275; 1.98345e+08; 60.4687
3; 0.0333333; 10000; 5.00552e+08; 2.6992e+08; 46.0755; 2.70215e+08; 46.0165
3; 0.0333333; 10000; 4.99708e+08; 3.49994e+08; 29.9603; 3.50289e+08; 29.9012
3; 0.0333333; 10000; 5.01652e+08; 4.03065e+08; 19.6525; 4.0336e+08; 19.5937
3; 0.0333333; 10000; 5.00459e+08; 2.79903e+08; 44.0708; 2.80198e+08; 44.0119
3; 0.0333333; 10000; 5.00098e+08; 4.03759e+08; 19.2641; 4.04054e+08; 19.2052
3; 0.0333333; 10000; 4.99113e+08; 3.66316e+08; 26.6066; 3.66611e+08; 26.5475
3; 0.0333333; 10000; 5.01581e+08; 2.34741e+08; 53.1997; 2.35036e+08; 53.1409
3; 0.0333333; 10000; 4.99834e+08; 3.78529e+08; 24.2691; 3.78824e+08; 24.21
3; 0.0333333; 10000; 5.00724e+08; 2.72034e+08; 45.6718; 2.72329e+08; 45.6129
3; 0.0333333; 10000; 4.99326e+08; 3.99696e+08; 19.9528; 3.99991e+08; 19.8937
3; 0.0333333; 10000; 4.98983e+08; 2.29064e+08; 54.0938; 2.29359e+08; 54.0347
3; 0.0333333; 10000; 5.0051e+08; 4.65845e+08; 6.9259; 4.6614e+08; 6.86696
3; 0.0333333; 10000; 5.0072e+08; 3.28498e+08; 34.395; 3.28793e+08; 34.336
3; 0.0333333; 10000; 5.01131e+08; 5.09862e+08; 1.74233; 5.10157e+08; 1.8012
3; 0.0333333; 10000; 5.01456e+08; 3.4703e+08; 30.7955; 3.47325e+08; 30.7367
3; 0.0333333; 10000; 4.98668e+08; 2.51576e+08; 49.5505; 2.51871e+08; 49.4914
3; 0.0333333; 10000; 4.99619e+08; 4.37837e+08; 12.3659; 4.38132e+08; 12.3068
3; 0.0333333; 10000; 4.99356e+08; 2.61564e+08; 47.6198; 2.61859e+08; 47.5607
3; 0.0333333; 10000; 4.99785e+08; 5.71336e+08; 14.3165; 5.71631e+08; 14.3755
3; 0.0333333; 10000; 5.00133e+08; 3.30697e+08; 33.8782; 3.30992e+08; 33.8193
3; 0.0333333; 10000; 4.99974e+08; 4.25378e+08; 14.9199; 4.25673e+08; 14.8609
3; 0.0333333; 10000; 5.00884e+08; 4.30317e+08; 14.0885; 4.30612e+08; 14.0296
3; 0.0333333; 10000; 5.00547e+08; 2.44509e+08; 51.1516; 2.44804e+08; 51.0927
3; 0.0333333; 10000; 5.01203e+08; 2.33218e+08; 53.4685; 2.33513e+08; 53.4096
3; 0.0333333; 10000; 4.99096e+08; 4.04576e+08; 18.9383; 4.04871e+08; 18.8792
3; 0.0333333; 10000; 4.98037e+08; 3.15503e+08; 36.6507; 3.15798e+08; 36.5914
3; 0.0333333; 10000; 4.99586e+08; 3.33363e+08; 33.2721; 3.33658e+08; 33.2131
3; 0.0333333; 10000; 5.00457e+08; 1.61843e+08; 67.6609; 1.62138e+08; 67.6019
3; 0.0333333; 10000; 4.99487e+08; 2.11294e+08; 57.6978; 2.11589e+08; 57.6387
3; 0.0333333; 10000; 4.99571e+08; 2.89749e+08; 42.0004; 2.90044e+08; 41.9414
3; 0.0333333; 10000; 4.99705e+08; 5.85499e+08; 17.169; 5.85794e+08; 17.228
3; 0.0333333; 10000; 5.00691e+08; 3.18551e+08; 36.3778; 3.18846e+08; 36.3188
3; 0.0333333; 10000; 4.9967e+08; 2.64705e+08; 47.024; 2.65e+08; 46.9649
3; 0.0333333; 10000; 4.99261e+08; 4.94312e+08; 0.991233; 4.94607e+08; 0.932141
3; 0.0333333; 10000; 4.98663e+08; 3.74617e+08; 24.8759; 3.74912e+08; 24.8167
3; 0.0333333; 10000; 4.99709e+08; 4.34741e+08; 13.001; 4.35036e+08; 12.942
3; 0.0333333; 10000; 5.00097e+08; 2.97817e+08; 40.4483; 2.98112e+08; 40.3893
3; 0.0333333; 10000; 5.01435e+08; 4.18927e+08; 16.4545; 4.19222e+08; 16.3956
3; 0.0333333; 10000; 4.98516e+08; 5.58633e+08; 12.0592; 5.58928e+08; 12.1184
3; 0.0333333; 10000; 4.99837e+08; 3.87708e+08; 22.4331; 3.88003e+08; 22.3741
3; 0.0333333; 10000; 4.99108e+08; 2.41244e+08; 51.6649; 2.41539e+08; 51.6058
3; 0.0333333; 10000; 4.98477e+08; 2.61162e+08; 47.6081; 2.61457e+08; 47.5489
3; 0.0333333; 10000; 4.99514e+08; 4.36918e+08; 12.5315; 4.37213e+08; 12.4724
3; 0.0333333; 10000; 4.99748e+08; 2.96975e+08; 40.575; 2.9727e+08; 40.516
3; 0.0333333; 10000; 5.00671e+08; 2.84858e+08; 43.1048; 2.85153e+08; 43.0459
3; 0.0333333; 10000; 5.00379e+08; 3.69919e+08; 26.0722; 3.70214e+08; 26.0132
3; 0.0333333; 10000; 4.96652e+08; 2.05731e+08; 58.5765; 2.06026e+08; 58.5171
3; 0.0333333; 10000; 4.9758e+08; 2.76871e+08; 44.3564; 2.77166e+08; 44.2972
3; 0.0333333; 10000; 5.00238e+08; 4.01429e+08; 19.7524; 4.01724e+08; 19.6934
3; 0.0333333; 10000; 4.99444e+08; 3.74178e+08; 25.0811; 3.74473e+08; 25.022
3; 0.0333333; 10000; 5.00491e+08; 4.08488e+08; 18.3824; 4.08783e+08; 18.3235
3; 0.0333333; 10000; 4.97888e+08; 3.05683e+08; 38.6041; 3.05978e+08; 38.5448
3; 0.0333333; 10000; 5.01711e+08; 3.308e+08; 34.0657; 3.31095e+08; 34.0069
3; 0.0333333; 10000; 5.00609e+08; 3.71609e+08; 25.7686; 3.71904e+08; 25.7097
3; 0.0333333; 10000; 4.98175e+08; 2.17496e+08; 56.3414; 2.17791e+08; 56.2821
3; 0.0333333; 10000; 5.00568e+08; 3.49827e+08; 30.114; 3.50122e+08; 30.0551
3; 0.0333333; 10000; 5.00556e+08; 4.05817e+08; 18.9268; 4.06112e+08; 18.8679
3; 0.0333333; 10000; 4.99704e+08; 3.62154e+08; 27.5263; 3.62449e+08; 27.4673
3; 0.0333333; 10000; 4.9983e+08; 3.04213e+08; 39.1366; 3.04509e+08; 39.0776
3; 0.0333333; 10000; 5.00783e+08; 4.01629e+08; 19.7999; 4.01924e+08; 19.741
3; 0.0333333; 10000; 5.00256e+08; 3.2249e+08; 35.535; 3.22785e+08; 35.476
3; 0.0333333; 10000; 5.005e+08; 4.65442e+08; 7.00474; 4.65737e+08; 6.94579
3; 0.0333333; 10000; 4.99763e+08; 4.46864e+08; 10.5849; 4.47159e+08; 10.5259
3; 0.0333333; 10000; 4.99527e+08; 3.45215e+08; 30.8916; 3.4551e+08; 30.8326
3; 0.0333333; 10000; 4.99501e+08; 2.38058e+08; 52.3408; 2.38353e+08; 52.2818
3; 0.0333333; 10000; 4.9847e+08; 5.08428e+08; 1.99755; 5.08723e+08; 2.05673
3; 0.0333333; 10000; 4.99997e+08; 4.86868e+08; 2.62587; 4.87163e+08; 2.56687
3; 0.0333333; 10000; 4.99241e+08; 3.76066e+08; 24.6725; 3.76361e+08; 24.6134
3; 0.0333333; 10000; 5.01157e+08; 4.68491e+08; 6.5181; 4.68786e+08; 6.45923
3; 0.0333333; 10000; 4.98884e+08; 4.65377e+08; 6.71647; 4.65672e+08; 6.65733
3; 0.0333333; 10000; 4.9866e+08; 2.60037e+08; 47.8528; 2.60332e+08; 47.7937
3; 0.0333333; 10000; 4.99422e+08; 4.29463e+08; 14.0079; 4.29758e+08; 13.9488
3; 0.0333333; 10000; 4.99316e+08; 2.22802e+08; 55.3787; 2.23097e+08; 55.3196
3; 0.0333333; 10000; 5.00184e+08; 2.51144e+08; 49.7896; 2.51439e+08; 49.7306
3; 0.0333333; 10000; 4.99037e+08; 1.88133e+08; 62.3008; 1.88428e+08; 62.2417
3; 0.0333333; 10000; 4.98878e+08; 4.62336e+08; 7.3247; 4.62631e+08; 7.26557
3; 0.0333333; 10000; 4.99589e+08; 3.44766e+08; 30.99; 3.45061e+08; 30.931
3; 0.0333333; 10000; 5.01732e+08; 4.04252e+08; 19.4286; 4.04547e+08; 19.3698
3; 0.0333333; 10000; 5.01103e+08; 3.93203e+08; 21.5326; 3.93498e+08; 21.4737
3; 0.0333333; 10000; 4.99548e+08; 4.336e+08; 13.2014; 4.33896e+08; 13.1424
3; 0.0333333; 10000; 4.99845e+08; 3.09639e+08; 38.053; 3.09934e+08; 37.9939
3; 0.0333333; 10000; 4.99166e+08; 4.34993e+08; 12.8561; 4.35288e+08; 12.797
3; 0.0333333; 10000; 5.01522e+08; 4.0645e+08; 18.9567; 4.06745e+08; 18.8979
3; 0.0333333; 10000; 5.02778e+08; 4.33108e+08; 13.8571; 4.33403e+08; 13.7984
3; 0.0333333; 10000; 4.99425e+08; 4.38942e+08; 12.1105; 4.39237e+08; 12.0514
3; 0.0333333; 10000; 4.99651e+08; 2.33519e+08; 53.2637; 2.33814e+08; 53.2046
3; 0.0333333; 10000; 4.99936e+08; 3.16254e+08; 36.7411; 3.16549e+08; 36.6821
3; 0.0333333; 10000; 5.01835e+08; 3.1221e+08; 37.7864; 3.12505e+08; 37.7276
3; 0.0333333; 10000; 4.99516e+08; 4.62769e+08; 7.35665; 4.63064e+08; 7.29758
3; 0.0333333; 10000; 5.00151e+08; 4.35165e+08; 12.9931; 4.35461e+08; 12.9341
3; 0.0333333; 10000; 5.0011e+08; 4.64145e+08; 7.19135; 4.6444e+08; 7.13235
4; 0.025; 10000; 5.00637e+08; 3.31515e+08; 33.7813; 3.3191e+08; 33.7024
4; 0.025; 10000; 5.01123e+08; 4.2115e+08; 15.9589; 4.21545e+08; 15.88
4; 0.025; 10000; 4.98035e+08; 2.08511e+08; 58.1333; 2.08906e+08; 58.054
4; 0.025; 10000; 4.9982e+08; 3.70749e+08; 25.8235; 3.71144e+08; 25.7445
4; 0.025; 10000; 5.00087e+08; 2.89144e+08; 42.1813; 2.89539e+08; 42.1023
4; 0.025; 10000; 5.01083e+08; 3.5008e+08; 30.1353; 3.50475e+08; 30.0565
4; 0.025; 10000; 5.00339e+08; 2.71211e+08; 45.7945; 2.71606e+08; 45.7156
4; 0.025; 10000; 4.99842e+08; 3.12703e+08; 37.4397; 3.13098e+08; 37.3606
4; 0.025; 10000; 4.99996e+08; 2.39164e+08; 52.1669; 2.39559e+08; 52.0879
4; 0.025; 10000; 4.99033e+08; 2.2547e+08; 54.8187; 2.25865e+08; 54.7395
4; 0.025; 10000; 5.00663e+08; 2.64337e+08; 47.2025; 2.64732e+08; 47.1236
4; 0.025; 10000; 4.99989e+08; 3.75372e+08; 24.9239; 3.75767e+08; 24.8449
4; 0.025; 10000; 4.9833e+08; 3.03676e+08; 39.0612; 3.04071e+08; 38.9819
4; 0.025; 10000; 4.9997e+08; 3.75067e+08; 24.9821; 3.75462e+08; 24.9031
4; 0.025; 10000; 5.00412e+08; 4.48895e+08; 10.2949; 4.4929e+08; 10.216
4; 0.025; 10000; 4.99696e+08; 2.74358e+08; 45.095; 2.74753e+08; 45.0159
4; 0.025; 10000; 4.99963e+08; 2.58666e+08; 48.2631; 2.59061e+08; 48.1841
4; 0.025; 10000; 4.99809e+08; 2.54321e+08; 49.1164; 2.54716e+08; 49.0374
4; 0.025; 10000; 5.02381e+08; 2.74798e+08; 45.301; 2.75193e+08; 45.2224
4; 0.025; 10000; 4.99075e+08; 3.21372e+08; 35.6066; 3.21767e+08; 35.5275
4; 0.025; 10000; 4.99548e+08; 2.37888e+08; 52.3794; 2.38283e+08; 52.3003
4; 0.025; 10000; 4.99174e+08; 3.0988e+08; 37.9215; 3.10275e+08; 37.8423
4; 0.025; 10000; 5.00026e+08; 3.01309e+08; 39.7414; 3.01704e+08; 39.6624
4; 0.025; 10000; 5.01851e+08; 1.82436e+08; 63.6473; 1.82831e+08; 63.5686
4; 0.025; 10000; 4.99082e+08; 3.28729e+08; 34.1333; 3.29124e+08; 34.0542
4; 0.025; 10000; 5.00761e+08; 3.27257e+08; 34.648; 3.27652e+08; 34.5691
4; 0.025; 10000; 4.99394e+08; 2.88381e+08; 42.2538; 2.88776e+08; 42.1747
4; 0.025; 10000; 5.00787e+08; 3.92742e+08; 21.575; 3.93137e+08; 21.4961
4; 0.025; 10000; 4.99524e+08; 3.15515e+08; 36.8369; 3.1591e+08; 36.7578
4; 0.025; 10000; 4.99631e+08; 4.63208e+08; 7.28985; 4.63603e+08; 7.21079
4; 0.025; 10000; 5.0021e+08; 2.74862e+08; 45.0508; 2.75257e+08; 44.9718
4; 0.025; 10000; 5.01675e+08; 4.14493e+08; 17.3782; 4.14888e+08; 17.2995
4; 0.025; 10000; 5.00164e+08; 4.02804e+08; 19.4655; 4.03199e+08; 19.3866
4; 0.025; 10000; 4.99549e+08; 2.48891e+08; 50.1769; 2.49286e+08; 50.0979
4; 0.025; 10000; 5.00843e+08; 4.46101e+08; 10.9299; 4.46496e+08; 10.851
4; 0.025; 10000; 5.01129e+08; 3.80245e+08; 24.1223; 3.8064e+08; 24.0434
4; 0.025; 10000; 5.00307e+08; 2.78451e+08; 44.344; 2.78846e+08; 44.2651
4; 0.025; 10000; 5.0072e+08; 2.4466e+08; 51.1383; 2.45055e+08; 51.0595
4; 0.025; 10000; 4.99919e+08; 3.59958e+08; 27.9968; 3.60353e+08; 27.9178
4; 0.025; 10000; 4.99543e+08; 2.63686e+08; 47.2145; 2.64081e+08; 47.1354
4; 0.025; 10000; 5.008e+08; 2.32214e+08; 53.6314; 2.32609e+08; 53.5525
4; 0.025; 10000; 5.00187e+08; 3.67351e+08; 26.5573; 3.67746e+08; 26.4783
4; 0.025; 10000; 5.00846e+08; 3.90929e+08; 21.9463; 3.91324e+08; 21.8674
4; 0.025; 10000; 4.98231e+08; 3.15068e+08; 36.7627; 3.15463e+08; 36.6834
4; 0.025; 10000; 4.98992e+08; 4.20669e+08; 15.6962; 4.21064e+08; 15.6171
4; 0.025; 10000; 4.99735e+08; 3.42366e+08; 31.4905; 3.42761e+08; 31.4114
4; 0.025; 10000; 5.00266e+08; 2.93889e+08; 41.2536; 2.94284e+08; 41.1746
4; 0.025; 10000; 5.00037e+08; 2.39926e+08; 52.0183; 2.40321e+08; 51.9393
4; 0.025; 10000; 5.00071e+08; 3.24746e+08; 35.0601; 3.25141e+08; 34.9811
4; 0.025; 10000; 5.00777e+08; 3.89089e+08; 22.3029; 3.89484e+08; 22.224
4; 0.025; 10000; 5.00324e+08; 2.5469e+08; 49.0949; 2.55085e+08; 49.0159
4; 0.025; 10000; 4.98964e+08; 2.80817e+08; 43.7199; 2.81212e+08; 43.6408
4; 0.025; 10000; 5.0018e+08; 3.84924e+08; 23.0428; 3.85319e+08; 22.9639
4; 0.025; 10000; 4.99309e+08; 4.74773e+08; 4.91392; 4.75168e+08; 4.83481
4; 0.025; 10000; 4.99947e+08; 3.04741e+08; 39.0454; 3.05136e+08; 38.9664
4; 0.025; 10000; 4.99892e+08; 3.11015e+08; 37.7836; 3.1141e+08; 37.7046
4; 0.025; 10000; 4.98902e+08; 3.69722e+08; 25.893; 3.70117e+08; 25.8138
4; 0.025; 10000; 4.96945e+08; 4.03852e+08; 18.7332; 4.04247e+08; 18.6537
4; 0.025; 10000; 5.00286e+08; 3.08616e+08; 38.3121; 3.09011e+08; 38.2331
4; 0.025; 10000; 5.0148e+08; 3.59414e+08; 28.3294; 3.59809e+08; 28.2506
4; 0.025; 10000; 5.00901e+08; 3.61977e+08; 27.7348; 3.62372e+08; 27.656
4; 0.025; 10000; 5.00191e+08; 3.40252e+08; 31.9757; 3.40647e+08; 31.8967
4; 0.025; 10000; 4.98866e+08; 2.03461e+08; 59.2153; 2.03856e+08; 59.1361
4; 0.025; 10000; 4.99708e+08; 4.36557e+08; 12.6376; 4.36952e+08; 12.5585
4; 0.025; 10000; 5.0131e+08; 4.02404e+08; 19.7296; 4.02799e+08; 19.6508
4; 0.025; 10000; 4.99349e+08; 2.31459e+08; 53.6478; 2.31854e+08; 53.5686
4; 0.025; 10000; 5.01691e+08; 3.11925e+08; 37.8253; 3.1232e+08; 37.7466
4; 0.025; 10000; 5.00659e+08; 3.14314e+08; 37.22; 3.14709e+08; 37.1411
4; 0.025; 10000; 5.00992e+08; 2.61472e+08; 47.8091; 2.61867e+08; 47.7303
4; 0.025; 10000; 4.98976e+08; 2.62134e+08; 47.4656; 2.62529e+08; 47.3864
4; 0.025; 10000; 5.00257e+08; 3.37729e+08; 32.489; 3.38124e+08; 32.41
4; 0.025; 10000; 5.00494e+08; 2.36966e+08; 52.6535; 2.37361e+08; 52.5746
4; 0.025; 10000; 5.02176e+08; 3.71033e+08; 26.1148; 3.71428e+08; 26.0362
4; 0.025; 10000; 4.99672e+08; 2.96817e+08; 40.5977; 2.97212e+08; 40.5186
4; 0.025; 10000; 5.00118e+08; 3.42173e+08; 31.5815; 3.42568e+08; 31.5025
4; 0.025; 10000; 5.02418e+08; 2.72032e+08; 45.8555; 2.72427e+08; 45.7769
