m;eps;upper_bound;sum_of_unique_elements;DF_exp_sketch_sum;DF_exp_sketch_diff;Exp_sketch;Exp_sketch_diff
87; 0.00114943; 10000; 5.01073e+08; 4.7333e+08; 5.5366; 4.82025e+08; 3.80132
87; 0.00114943; 10000; 5.0189e+08; 4.56161e+08; 9.11146; 4.64856e+08; 7.37901
87; 0.00114943; 10000; 5.00529e+08; 4.93847e+08; 1.33498; 5.02542e+08; 0.402176
87; 0.00114943; 10000; 5.01328e+08; 4.65897e+08; 7.06744; 4.74592e+08; 5.33305
87; 0.00114943; 10000; 4.99006e+08; 4.31199e+08; 13.5884; 4.39894e+08; 11.8459
87; 0.00114943; 10000; 5.01025e+08; 4.5481e+08; 9.22414; 4.63505e+08; 7.4887
87; 0.00114943; 10000; 5.00778e+08; 4.6957e+08; 6.23187; 4.78265e+08; 4.49558
87; 0.00114943; 10000; 4.99205e+08; 4.72715e+08; 5.30649; 4.8141e+08; 3.56472
87; 0.00114943; 10000; 4.99663e+08; 4.42016e+08; 11.5371; 4.50711e+08; 9.79691
87; 0.00114943; 10000; 5.0062e+08; 4.64383e+08; 7.2384; 4.73078e+08; 5.50156
87; 0.00114943; 10000; 4.99242e+08; 4.98158e+08; 0.217119; 5.06853e+08; 1.52452
87; 0.00114943; 10000; 4.9888e+08; 4.52461e+08; 9.30462; 4.61156e+08; 7.56172
87; 0.00114943; 10000; 4.99166e+08; 4.69082e+08; 6.02688; 4.77777e+08; 4.28498
87; 0.00114943; 10000; 4.99938e+08; 4.30143e+08; 13.9607; 4.38838e+08; 12.2215
87; 0.00114943; 10000; 4.99995e+08; 4.5467e+08; 9.06499; 4.63365e+08; 7.32597
87; 0.00114943; 10000; 5.00125e+08; 4.48351e+08; 10.3521; 4.57046e+08; 8.61352
87; 0.00114943; 10000; 4.99576e+08; 4.38451e+08; 12.2354; 4.47146e+08; 10.4949
87; 0.00114943; 10000; 4.99389e+08; 4.77018e+08; 4.4797; 4.85713e+08; 2.73857
87; 0.00114943; 10000; 4.9964e+08; 4.66715e+08; 6.58972; 4.7541e+08; 4.84946
87; 0.00114943; 10000; 5.00831e+08; 4.23302e+08; 15.48; 4.31997e+08; 13.7439
87; 0.00114943; 10000; 5.0006e+08; 4.93527e+08; 1.30631; 5.02222e+08; 0.432481
87; 0.00114943; 10000; 5.00987e+08; 4.80187e+08; 4.15194; 4.88882e+08; 2.41637
87; 0.00114943; 10000; 5.00008e+08; 4.40947e+08; 11.8121; 4.49642e+08; 10.0731
87; 0.00114943; 10000; 4.99096e+08; 4.91602e+08; 1.50138; 5.00297e+08; 0.240766
87; 0.00114943; 10000; 5.00953e+08; 4.74047e+08; 5.3709; 4.82742e+08; 3.63521
87; 0.00114943; 10000; 4.9969e+08; 4.77423e+08; 4.45614; 4.86118e+08; 2.71606
87; 0.00114943; 10000; 5.01384e+08; 4.49291e+08; 10.3899; 4.57986e+08; 8.65573
87; 0.00114943; 10000; 5.00168e+08; 5.09963e+08; 1.95852; 5.18658e+08; 3.69693
87; 0.00114943; 10000; 4.99351e+08; 4.87518e+08; 2.36963; 4.96213e+08; 0.628371
87; 0.00114943; 10000; 4.99608e+08; 4.46406e+08; 10.6488; 4.55101e+08; 8.90846
87; 0.00114943; 10000; 5.01073e+08; 4.22106e+08; 15.7595; 4.30801e+08; 14.0243
87; 0.00114943; 10000; 4.98951e+08; 4.95173e+08; 0.757238; 5.03868e+08; 0.985419
87; 0.00114943; 10000; 5.00718e+08; 4.43299e+08; 11.4674; 4.51994e+08; 9.73086
87; 0.00114943; 10000; 4.99436e+08; 4.80548e+08; 3.78179; 4.89243e+08; 2.04082
87; 0.00114943; 10000; 4.99475e+08; 4.44176e+08; 11.0714; 4.52871e+08; 9.33057
87; 0.00114943; 10000; 4.99267e+08; 4.87048e+08; 2.4473; 4.95743e+08; 0.705744
87; 0.00114943; 10000; 5.00615e+08; 5.53613e+08; 10.5866; 5.62308e+08; 12.3235
87; 0.00114943; 10000; 5.00659e+08; 4.36563e+08; 12.8022; 4.45258e+08; 11.0655
87; 0.00114943; 10000; 4.97588e+08; 4.58252e+08; 7.9053; 4.66947e+08; 6.15787
87; 0.00114943; 10000; 4.98717e+08; 5.31515e+08; 6.57654; 5.4021e+08; 8.32001
87; 0.00114943; 10000; 5.00298e+08; 4.84478e+08; 3.16209; 4.93173e+08; 1.42413
87; 0.00114943; 10000; 5.00923e+08; 4.55555e+08; 9.05677; 4.6425e+08; 7.32098
87; 0.00114943; 10000; 4.99285e+08; 4.84852e+08; 2.89085; 4.92486e+08; 1.36179
87; 0.00114943; 10000; 5.01166e+08; 4.35968e+08; 13.0092; 4.44663e+08; 11.2743
87; 0.00114943; 10000; 5.00224e+08; 4.45989e+08; 10.8421; 4.54684e+08; 9.10386
88; 0.00113636; 10000; 4.98538e+08; 4.84981e+08; 2.71939; 4.93776e+08; 0.955236
88; 0.00113636; 10000; 5.00235e+08; 5.00928e+08; 0.138453; 5.09723e+08; 1.89663
88; 0.00113636; 10000; 4.9961e+08; 4.79326e+08; 4.06002; 4.88121e+08; 2.29965
88; 0.00113636; 10000; 4.99464e+08; 4.2293e+08; 15.3233; 4.31725e+08; 13.5624
88; 0.00113636; 10000; 4.99456e+08; 4.88489e+08; 2.19581; 4.97284e+08; 0.434896
88; 0.00113636; 10000; 5.01357e+08; 4.53052e+08; 9.63495; 4.61847e+08; 7.88071
88; 0.00113636; 10000; 5.00482e+08; 4.30701e+08; 13.9428; 4.39496e+08; 12.1855
88; 0.00113636; 10000; 4.99848e+08; 4.39293e+08; 12.1147; 4.48088e+08; 10.3552
88; 0.00113636; 10000; 5.00335e+08; 4.43279e+08; 11.4035; 4.52074e+08; 9.64569
88; 0.00113636; 10000; 5.01961e+08; 4.532e+08; 9.71407; 4.61995e+08; 7.96194
88; 0.00113636; 10000; 5.00386e+08; 4.93486e+08; 1.37891; 5.02281e+08; 0.378735
88; 0.00113636; 10000; 4.99839e+08; 4.4081e+08; 11.8097; 4.4217e+08; 11.5376
88; 0.00113636; 10000; 5.01045e+08; 4.39941e+08; 12.1952; 4.48736e+08; 10.4399
88; 0.00113636; 10000; 5.00042e+08; 4.35782e+08; 12.851; 4.44577e+08; 11.0922
88; 0.00113636; 10000; 5.00619e+08; 4.21582e+08; 15.7878; 4.30377e+08; 14.031
88; 0.00113636; 10000; 4.99483e+08; 5.02918e+08; 0.687764; 5.11713e+08; 2.44858
88; 0.00113636; 10000; 5.00967e+08; 4.56642e+08; 8.84806; 4.65437e+08; 7.09245
88; 0.00113636; 10000; 4.98929e+08; 4.46095e+08; 10.5895; 4.5489e+08; 8.82676
88; 0.00113636; 10000; 4.98245e+08; 4.58774e+08; 7.92217; 4.67569e+08; 6.15697
88; 0.00113636; 10000; 5.00248e+08; 5.04294e+08; 0.808725; 5.13089e+08; 2.56685
88; 0.00113636; 10000; 4.99358e+08; 4.73393e+08; 5.19978; 4.73748e+08; 5.12865
88; 0.00113636; 10000; 5.00483e+08; 4.35797e+08; 12.9248; 4.44592e+08; 11.1675
88; 0.00113636; 10000; 5.00249e+08; 4.37447e+08; 12.5541; 4.46242e+08; 10.7959
88; 0.00113636; 10000; 4.99325e+08; 4.56563e+08; 8.5639; 4.65358e+08; 6.80252
88; 0.00113636; 10000; 5.00722e+08; 4.63768e+08; 7.3801; 4.72563e+08; 5.62363
88; 0.00113636; 10000; 4.99333e+08; 4.1065e+08; 17.7603; 4.19276e+08; 16.0329
88; 0.00113636; 10000; 4.99901e+08; 4.68531e+08; 6.27539; 4.77326e+08; 4.51604
88; 0.00113636; 10000; 4.98681e+08; 4.43863e+08; 10.9926; 4.52658e+08; 9.22896
88; 0.00113636; 10000; 4.98752e+08; 4.74294e+08; 4.9038; 4.83089e+08; 3.14039
88; 0.00113636; 10000; 5.00637e+08; 5.05495e+08; 0.970289; 5.1429e+08; 2.72705
88; 0.00113636; 10000; 5.00462e+08; 4.46532e+08; 10.7762; 4.54282e+08; 9.22749
88; 0.00113636; 10000; 4.99707e+08; 5.07417e+08; 1.54284; 5.16212e+08; 3.30287
88; 0.00113636; 10000; 5.01201e+08; 4.60314e+08; 8.15791; 4.69109e+08; 6.40313
88; 0.00113636; 10000; 4.99684e+08; 4.69515e+08; 6.03752; 4.7831e+08; 4.2774
88; 0.00113636; 10000; 4.98782e+08; 4.48655e+08; 10.05; 4.57221e+08; 8.33257
88; 0.00113636; 10000; 5.00171e+08; 4.77125e+08; 4.6077; 4.8592e+08; 2.8493
88; 0.00113636; 10000; 5.00713e+08; 4.69978e+08; 6.13831; 4.78773e+08; 4.38182
88; 0.00113636; 10000; 4.99639e+08; 4.8338e+08; 3.2543; 4.92175e+08; 1.49403
88; 0.00113636; 10000; 5.00275e+08; 4.74866e+08; 5.07911; 4.83661e+08; 3.32108
88; 0.00113636; 10000; 5.01137e+08; 4.80851e+08; 4.04803; 4.89646e+08; 2.29302
88; 0.00113636; 10000; 5.00129e+08; 5.01546e+08; 0.283215; 5.10341e+08; 2.04176
88; 0.00113636; 10000; 5.00881e+08; 4.56857e+08; 8.78931; 4.65652e+08; 7.0334
88; 0.00113636; 10000; 4.99663e+08; 4.71795e+08; 5.57731; 4.8059e+08; 3.81712
88; 0.00113636; 10000; 4.99676e+08; 4.72095e+08; 5.51977; 4.8089e+08; 3.75962
88; 0.00113636; 10000; 4.99747e+08; 4.42526e+08; 11.4499; 4.51321e+08; 9.68999
88; 0.00113636; 10000; 4.99786e+08; 4.8008e+08; 3.94283; 4.88875e+08; 2.18308
88; 0.00113636; 10000; 4.98384e+08; 4.88388e+08; 2.0057; 4.97183e+08; 0.240999
88; 0.00113636; 10000; 5.00119e+08; 4.16826e+08; 16.6546; 4.25621e+08; 14.896
88; 0.00113636; 10000; 4.99579e+08; 4.81754e+08; 3.56802; 4.90549e+08; 1.80754
88; 0.00113636; 10000; 4.98223e+08; 4.6001e+08; 7.67002; 4.68805e+08; 5.90475
88; 0.00113636; 10000; 4.99268e+08; 4.6338e+08; 7.18828; 4.72175e+08; 5.4267
88; 0.00113636; 10000; 4.9885e+08; 4.37366e+08; 12.3252; 4.46161e+08; 10.5621
88; 0.00113636; 10000; 4.97755e+08; 4.20394e+08; 15.542; 4.27441e+08; 14.1261
88; 0.00113636; 10000; 4.99191e+08; 4.63805e+08; 7.08858; 4.726e+08; 5.32673
88; 0.00113636; 10000; 5.00234e+08; 4.23169e+08; 15.4058; 4.31964e+08; 13.6476
88; 0.00113636; 10000; 5.0115e+08; 5.15775e+08; 2.91841; 5.2457e+08; 4.67337
88; 0.00113636; 10000; 5.00689e+08; 5.32392e+08; 6.3318; 5.41187e+08; 8.08838
88; 0.00113636; 10000; 4.99691e+08; 4.29219e+08; 14.103; 4.38014e+08; 12.343
88; 0.00113636; 10000; 5.00759e+08; 4.67995e+08; 6.54285; 4.7679e+08; 4.78651
88; 0.00113636; 10000; 4.9891e+08; 4.32429e+08; 13.3252; 4.41224e+08; 11.5623
88; 0.00113636; 10000; 5.01167e+08; 4.75962e+08; 5.02943; 4.84757e+08; 3.27453
88; 0.00113636; 10000; 5.00478e+08; 4.73833e+08; 5.3239; 4.82628e+08; 3.56659
88; 0.00113636; 10000; 5.01593e+08; 4.68951e+08; 6.50756; 4.77746e+08; 4.75415
88; 0.00113636; 10000; 4.99824e+08; 4.61769e+08; 7.61378; 4.70564e+08; 5.85416
88; 0.00113636; 10000; 5.0112e+08; 4.62609e+08; 7.68494; 4.71404e+08; 5.92987
88; 0.00113636; 10000; 5.00459e+08; 4.79988e+08; 4.09038; 4.88783e+08; 2.33299
88; 0.00113636; 10000; 5.01335e+08; 4.30901e+08; 14.0492; 4.39696e+08; 12.2949
88; 0.00113636; 10000; 5.00312e+08; 4.66848e+08; 6.6886; 4.75643e+08; 4.93069
88; 0.00113636; 10000; 5.00544e+08; 4.68881e+08; 6.32571; 4.77676e+08; 4.56862
88; 0.00113636; 10000; 5.00342e+08; 4.92033e+08; 1.6606; 5.00828e+08; 0.0971993
88; 0.00113636; 10000; 5.00073e+08; 4.53517e+08; 9.30981; 4.62312e+08; 7.55107
88; 0.00113636; 10000; 4.99914e+08; 4.38136e+08; 12.3578; 4.46931e+08; 10.5985
88; 0.00113636; 10000; 4.98766e+08; 4.77671e+08; 4.22952; 4.86466e+08; 2.46617
88; 0.00113636; 10000; 4.99542e+08; 4.70299e+08; 5.85391; 4.79094e+08; 4.09329
88; 0.00113636; 10000; 4.99026e+08; 4.74978e+08; 4.81896; 4.83773e+08; 3.05653
88; 0.00113636; 10000; 4.98333e+08; 4.82817e+08; 3.11363; 4.91612e+08; 1.34875
88; 0.00113636; 10000; 5.01225e+08; 4.52929e+08; 9.63556; 4.61724e+08; 7.88086
88; 0.00113636; 10000; 4.99822e+08; 4.59565e+08; 8.05425; 4.6836e+08; 6.29462
88; 0.00113636; 10000; 5.00975e+08; 4.37559e+08; 12.6585; 4.46354e+08; 10.9029
88; 0.00113636; 10000; 5.00372e+08; 5.00825e+08; 0.0904943; 5.0962e+08; 1.84818
88; 0.00113636; 10000; 4.99454e+08; 4.53477e+08; 9.20544; 4.62272e+08; 7.44452
88; 0.00113636; 10000; 4.99583e+08; 4.76667e+08; 4.58691; 4.85462e+08; 2.82645
88; 0.00113636; 10000; 5.0077e+08; 4.43798e+08; 11.377; 4.52593e+08; 9.62066
88; 0.00113636; 10000; 5.00598e+08; 4.94006e+08; 1.31678; 5.02801e+08; 0.440121
88; 0.00113636; 10000; 4.99426e+08; 4.48983e+08; 10.1001; 4.55724e+08; 8.75032
88; 0.00113636; 10000; 5.00595e+08; 4.31248e+08; 13.853; 4.40043e+08; 12.0961
88; 0.00113636; 10000; 5.01382e+08; 4.75387e+08; 5.18474; 4.84182e+08; 3.43059
88; 0.00113636; 10000; 4.9936e+08; 4.3488e+08; 12.9124; 4.43675e+08; 11.1512
88; 0.00113636; 10000; 4.98339e+08; 4.45686e+08; 10.5656; 4.54481e+08; 8.80073
88; 0.00113636; 10000; 5.00773e+08; 4.61558e+08; 7.83077; 4.70353e+08; 6.07449
88; 0.00113636; 10000; 4.99899e+08; 4.25244e+08; 14.934; 4.34039e+08; 13.1746
88; 0.00113636; 10000; 5.00315e+08; 4.76016e+08; 4.85669; 4.84811e+08; 3.0988
88; 0.00113636; 10000; 4.98963e+08; 4.5227e+08; 9.35798; 4.59762e+08; 7.85651
88; 0.00113636; 10000; 5.00134e+08; 4.54707e+08; 9.08294; 4.63502e+08; 7.32441
88; 0.00113636; 10000; 5.00527e+08; 5.15273e+08; 2.94609; 5.24068e+08; 4.70323
88; 0.00113636; 10000; 5.00437e+08; 4.91598e+08; 1.76624; 5.00393e+08; 0.00877633
88; 0.00113636; 10000; 4.9893e+08; 4.94286e+08; 0.930725; 5.03081e+08; 0.832048
88; 0.00113636; 10000; 5.00076e+08; 4.44103e+08; 11.1928; 4.52898e+08; 9.43402
88; 0.00113636; 10000; 5.00032e+08; 4.76698e+08; 4.6664; 4.85493e+08; 2.90751
88; 0.00113636; 10000; 4.9908e+08; 4.17876e+08; 16.2708; 4.24814e+08; 14.8805
89; 0.0011236; 10000; 4.99753e+08; 4.92407e+08; 1.46988; 5.01302e+08; 0.310002
89; 0.0011236; 10000; 4.99677e+08; 5.31419e+08; 6.35259; 5.40314e+08; 8.13274
89; 0.0011236; 10000; 5.01456e+08; 4.67913e+08; 6.68914; 4.76808e+08; 4.9153
89; 0.0011236; 10000; 5.00314e+08; 4.43797e+08; 11.2962; 4.52692e+08; 9.51833
89; 0.0011236; 10000; 4.99989e+08; 4.73612e+08; 5.27545; 4.82507e+08; 3.49641
89; 0.0011236; 10000; 5.00054e+08; 5.06526e+08; 1.29427; 5.15421e+08; 3.07308
89; 0.0011236; 10000; 5.00244e+08; 4.77382e+08; 4.5703; 4.86277e+08; 2.79217
89; 0.0011236; 10000; 5.00718e+08; 5.24631e+08; 4.77582; 5.33526e+08; 6.55227
89; 0.0011236; 10000; 5.00143e+08; 4.48055e+08; 10.4146; 4.5695e+08; 8.63607
89; 0.0011236; 10000; 4.99345e+08; 4.14617e+08; 16.9679; 4.23512e+08; 15.1866
89; 0.0011236; 10000; 5.00156e+08; 4.72433e+08; 5.5429; 4.81328e+08; 3.76445
89; 0.0011236; 10000; 4.98455e+08; 4.34938e+08; 12.7429; 4.43833e+08; 10.9584
89; 0.0011236; 10000; 5.00722e+08; 4.72077e+08; 5.72083; 4.80972e+08; 3.9444
89; 0.0011236; 10000; 5.00487e+08; 5.06861e+08; 1.27351; 5.15756e+08; 3.05078
89; 0.0011236; 10000; 5.00762e+08; 4.14117e+08; 17.3025; 4.23012e+08; 15.5262
89; 0.0011236; 10000; 4.99843e+08; 4.98458e+08; 0.277057; 5.07353e+08; 1.5025
89; 0.0011236; 10000; 5.01325e+08; 4.32686e+08; 13.6914; 4.41581e+08; 11.9171
89; 0.0011236; 10000; 5.00337e+08; 4.17145e+08; 16.6271; 4.2604e+08; 14.8493
89; 0.0011236; 10000; 5.00059e+08; 4.56696e+08; 8.67155; 4.65591e+08; 6.89276
89; 0.0011236; 10000; 4.99335e+08; 4.24793e+08; 14.9284; 4.33688e+08; 13.1471
89; 0.0011236; 10000; 5.00778e+08; 4.8273e+08; 3.60405; 4.91625e+08; 1.82781
89; 0.0011236; 10000; 5.01015e+08; 4.42091e+08; 11.761; 4.50986e+08; 9.98557
89; 0.0011236; 10000; 4.99639e+08; 4.98324e+08; 0.263244; 5.07219e+08; 1.51704
89; 0.0011236; 10000; 5.01009e+08; 4.62739e+08; 7.63856; 4.71634e+08; 5.86314
89; 0.0011236; 10000; 4.9938e+08; 4.57414e+08; 8.40359; 4.66309e+08; 6.62238
89; 0.0011236; 10000; 4.99563e+08; 4.23538e+08; 15.2183; 4.32433e+08; 13.4377
89; 0.0011236; 10000; 4.99143e+08; 5.17038e+08; 3.58516; 5.25933e+08; 5.36722
89; 0.0011236; 10000; 5.02356e+08; 4.25432e+08; 15.3126; 4.34327e+08; 13.5419
89; 0.0011236; 10000; 4.98752e+08; 4.19005e+08; 15.9893; 4.279e+08; 14.2058
89; 0.0011236; 10000; 4.99223e+08; 4.41611e+08; 11.5404; 4.50506e+08; 9.75862
89; 0.0011236; 10000; 5.01286e+08; 4.52274e+08; 9.77727; 4.61169e+08; 8.00283
89; 0.0011236; 10000; 4.99305e+08; 4.31318e+08; 13.6163; 4.37444e+08; 12.3895
89; 0.0011236; 10000; 4.99356e+08; 4.84694e+08; 2.93612; 4.93589e+08; 1.15482
89; 0.0011236; 10000; 5.01498e+08; 4.23882e+08; 15.4768; 4.32777e+08; 13.7031
89; 0.0011236; 10000; 5.00357e+08; 5.06498e+08; 1.22748; 5.15393e+08; 3.00521
89; 0.0011236; 10000; 5.00744e+08; 4.85567e+08; 3.03089; 4.94462e+08; 1.25453
89; 0.0011236; 10000; 5.00208e+08; 4.4338e+08; 11.3608; 4.52275e+08; 9.58258
89; 0.0011236; 10000; 4.99896e+08; 4.78318e+08; 4.31655; 4.87213e+08; 2.53718
89; 0.0011236; 10000; 4.99152e+08; 5.24793e+08; 5.13684; 5.33688e+08; 6.91886
89; 0.0011236; 10000; 5.00582e+08; 4.42298e+08; 11.6432; 4.51193e+08; 9.86626
89; 0.0011236; 10000; 5.0008e+08; 4.53807e+08; 9.25303; 4.62702e+08; 7.47432
89; 0.0011236; 10000; 5.00288e+08; 4.5111e+08; 9.82992; 4.60005e+08; 8.05194
89; 0.0011236; 10000; 4.9898e+08; 4.83567e+08; 3.08892; 4.92462e+08; 1.30628
89; 0.0011236; 10000; 5.00168e+08; 4.36037e+08; 12.822; 4.44932e+08; 11.0436
89; 0.0011236; 10000; 4.99523e+08; 4.69694e+08; 5.97145; 4.78589e+08; 4.19075
89; 0.0011236; 10000; 4.98979e+08; 4.70255e+08; 5.75656; 4.7915e+08; 3.97392
89; 0.0011236; 10000; 4.98904e+08; 4.69015e+08; 5.99096; 4.7791e+08; 4.20805
89; 0.0011236; 10000; 5.01251e+08; 4.84333e+08; 3.37514; 4.93228e+08; 1.60059
89; 0.0011236; 10000; 4.99261e+08; 4.48423e+08; 10.1827; 4.57318e+08; 8.40104
89; 0.0011236; 10000; 5.00065e+08; 5.1125e+08; 2.23661; 5.20145e+08; 4.01538
89; 0.0011236; 10000; 5.01206e+08; 4.4622e+08; 10.9707; 4.55115e+08; 9.196
89; 0.0011236; 10000; 5.00977e+08; 4.64195e+08; 7.34203; 4.7309e+08; 5.5665
89; 0.0011236; 10000; 4.9891e+08; 4.68099e+08; 6.17555; 4.76994e+08; 4.39267
89; 0.0011236; 10000; 5.0108e+08; 4.76554e+08; 4.89457; 4.85449e+08; 3.1194
89; 0.0011236; 10000; 4.98546e+08; 4.56885e+08; 8.35655; 4.6578e+08; 6.57236
89; 0.0011236; 10000; 5.00422e+08; 4.13006e+08; 17.4685; 4.21901e+08; 15.691
89; 0.0011236; 10000; 5.00174e+08; 4.73925e+08; 5.24796; 4.8282e+08; 3.46957
89; 0.0011236; 10000; 4.98676e+08; 4.54717e+08; 8.81513; 4.63107e+08; 7.13275
89; 0.0011236; 10000; 4.99522e+08; 5.04409e+08; 0.978332; 5.13304e+08; 2.75903
89; 0.0011236; 10000; 5.00134e+08; 4.86619e+08; 2.70233; 4.95514e+08; 0.923807
89; 0.0011236; 10000; 4.98767e+08; 4.05369e+08; 18.7257; 4.14264e+08; 16.9423
89; 0.0011236; 10000; 4.9907e+08; 4.21363e+08; 15.5704; 4.30258e+08; 13.7881
89; 0.0011236; 10000; 4.99611e+08; 4.57892e+08; 8.35039; 4.66787e+08; 6.57001
89; 0.0011236; 10000; 5.00968e+08; 4.81794e+08; 3.82725; 4.90689e+08; 2.05168
89; 0.0011236; 10000; 4.99319e+08; 4.36849e+08; 12.5111; 4.45744e+08; 10.7297
89; 0.0011236; 10000; 5.01055e+08; 4.74493e+08; 5.30132; 4.83388e+08; 3.52607
89; 0.0011236; 10000; 5.00096e+08; 4.52857e+08; 9.44601; 4.61752e+08; 7.66735
89; 0.0011236; 10000; 5.00982e+08; 4.40375e+08; 12.0977; 4.4927e+08; 10.3222
89; 0.0011236; 10000; 4.99395e+08; 4.16249e+08; 16.6494; 4.25144e+08; 14.8682
89; 0.0011236; 10000; 5.00082e+08; 4.65459e+08; 6.92347; 4.74354e+08; 5.14476
89; 0.0011236; 10000; 5.00654e+08; 4.77906e+08; 4.54358; 4.86801e+08; 2.7669
89; 0.0011236; 10000; 4.98738e+08; 4.74972e+08; 4.76523; 4.77292e+08; 4.30004
89; 0.0011236; 10000; 4.99551e+08; 4.45723e+08; 10.7754; 4.51864e+08; 9.54609
89; 0.0011236; 10000; 4.98633e+08; 4.65199e+08; 6.70511; 4.74094e+08; 4.92123
89; 0.0011236; 10000; 5.00961e+08; 4.83001e+08; 3.58523; 4.91896e+08; 1.80964
89; 0.0011236; 10000; 4.99176e+08; 4.53852e+08; 9.07979; 4.62747e+08; 7.29785
89; 0.0011236; 10000; 5.01275e+08; 4.50491e+08; 10.1309; 4.59386e+08; 8.35647
89; 0.0011236; 10000; 4.9955e+08; 4.41315e+08; 11.6575; 4.5021e+08; 9.87693
89; 0.0011236; 10000; 4.99039e+08; 4.38096e+08; 12.2122; 4.46991e+08; 10.4298
89; 0.0011236; 10000; 4.99236e+08; 4.7717e+08; 4.42001; 4.86065e+08; 2.63829
89; 0.0011236; 10000; 4.98526e+08; 4.79637e+08; 3.78893; 4.88532e+08; 2.00467
89; 0.0011236; 10000; 5.01193e+08; 5.12128e+08; 2.18189; 5.17867e+08; 3.32699
89; 0.0011236; 10000; 4.99874e+08; 4.7398e+08; 5.1801; 4.82875e+08; 3.40065
89; 0.0011236; 10000; 5.00309e+08; 4.65382e+08; 6.98115; 4.74277e+08; 5.20325
89; 0.0011236; 10000; 5.00541e+08; 4.46276e+08; 10.8413; 4.55171e+08; 9.06426
89; 0.0011236; 10000; 4.99418e+08; 5.29538e+08; 6.03114; 5.38433e+08; 7.81221
89; 0.0011236; 10000; 4.99368e+08; 4.8357e+08; 3.16363; 4.92465e+08; 1.38238
89; 0.0011236; 10000; 5.00383e+08; 4.87834e+08; 2.50785; 4.96729e+08; 0.730208
89; 0.0011236; 10000; 4.99297e+08; 4.84283e+08; 3.00697; 4.91908e+08; 1.47987
89; 0.0011236; 10000; 4.99707e+08; 5.09423e+08; 1.94443; 5.18318e+08; 3.72448
89; 0.0011236; 10000; 5.01014e+08; 4.6101e+08; 7.9845; 4.69905e+08; 6.2091
89; 0.0011236; 10000; 5.00699e+08; 4.94092e+08; 1.31962; 5.00177e+08; 0.104367
89; 0.0011236; 10000; 5.01032e+08; 4.71741e+08; 5.84616; 4.80636e+08; 4.07082
89; 0.0011236; 10000; 4.98881e+08; 4.48914e+08; 10.0158; 4.57809e+08; 8.23279
89; 0.0011236; 10000; 5.01345e+08; 4.94406e+08; 1.38402; 4.98114e+08; 0.644389
89; 0.0011236; 10000; 5.00723e+08; 4.33545e+08; 13.4163; 4.4244e+08; 11.6399
89; 0.0011236; 10000; 4.99281e+08; 4.71667e+08; 5.53087; 4.80562e+08; 3.74931
89; 0.0011236; 10000; 4.98757e+08; 4.76598e+08; 4.4428; 4.85493e+08; 2.65937
89; 0.0011236; 10000; 4.99568e+08; 4.48355e+08; 10.2516; 4.5725e+08; 8.47102
89; 0.0011236; 10000; 5.00422e+08; 4.39199e+08; 12.2342; 4.48094e+08; 10.4567
90; 0.00111111; 10000; 4.99012e+08; 4.37783e+08; 12.2701; 4.45057e+08; 10.8124
90; 0.00111111; 10000; 4.98524e+08; 4.46952e+08; 10.3449; 4.55947e+08; 8.54062
90; 0.00111111; 10000; 4.99935e+08; 4.54132e+08; 9.1618; 4.63127e+08; 7.36257
90; 0.00111111; 10000; 4.98619e+08; 4.70376e+08; 5.66436; 4.79371e+08; 3.86038
90; 0.00111111; 10000; 5.00679e+08; 4.81237e+08; 3.88319; 4.90232e+08; 2.08663
90; 0.00111111; 10000; 4.98451e+08; 4.64173e+08; 6.87698; 4.73168e+08; 5.07239
90; 0.00111111; 10000; 5.0009e+08; 4.16874e+08; 16.6401; 4.25869e+08; 14.8414
90; 0.00111111; 10000; 4.99499e+08; 4.44544e+08; 11.0019; 4.50254e+08; 9.85891
90; 0.00111111; 10000; 4.99939e+08; 4.58812e+08; 8.22643; 4.67807e+08; 6.42721
90; 0.00111111; 10000; 4.98615e+08; 4.64143e+08; 6.91353; 4.73138e+08; 5.10953
90; 0.00111111; 10000; 4.99805e+08; 4.49972e+08; 9.97043; 4.58967e+08; 8.17073
90; 0.00111111; 10000; 5.00442e+08; 4.54415e+08; 9.19729; 4.6341e+08; 7.39988
90; 0.00111111; 10000; 4.98777e+08; 5.14061e+08; 3.06427; 5.23056e+08; 4.86768
90; 0.00111111; 10000; 5.00578e+08; 4.77398e+08; 4.63083; 4.86393e+08; 2.83391
90; 0.00111111; 10000; 5.00446e+08; 4.8025e+08; 4.03564; 4.89245e+08; 2.23824
90; 0.00111111; 10000; 5.00751e+08; 5.09371e+08; 1.72154; 5.18366e+08; 3.51784
90; 0.00111111; 10000; 4.99979e+08; 4.46602e+08; 10.676; 4.55597e+08; 8.87688
90; 0.00111111; 10000; 5.01239e+08; 4.54626e+08; 9.29948; 4.63621e+08; 7.50493
90; 0.00111111; 10000; 4.9962e+08; 4.37031e+08; 12.5272; 4.46026e+08; 10.7268
90; 0.00111111; 10000; 5.01194e+08; 4.54328e+08; 9.35077; 4.63323e+08; 7.55606
90; 0.00111111; 10000; 5.00614e+08; 4.65216e+08; 7.07096; 4.74211e+08; 5.27417
90; 0.00111111; 10000; 4.99957e+08; 4.86056e+08; 2.78036; 4.95051e+08; 0.981203
90; 0.00111111; 10000; 5.00509e+08; 4.98239e+08; 0.453432; 5.07234e+08; 1.34374
